fan_speed,pump_speed,duration
30,40,100
30,41,20
30,42,20
30,43,20
30,44,20
30,45,20
30,46,20
30,47,20
30,48,20
30,49,20
30,50,20
30,51,20
30,52,20
30,53,20
30,54,20
30,55,20
30,56,20
30,57,20
30,58,20
30,59,20
30,60,20
30,61,20
30,62,20
30,63,20
30,64,20
30,65,20
30,66,20
30,67,20
30,68,20
30,69,20
30,70,20
30,71,20
30,72,20
30,73,20
30,74,20
30,75,20
30,76,20
30,77,20
30,78,20
30,79,20
30,80,20
30,81,20
30,82,20
30,83,20
30,84,20
30,85,20
30,86,20
30,87,20
30,88,20
30,89,20
30,90,20
30,91,20
30,92,20
30,93,20
30,94,20
30,95,20
30,96,20
30,97,20
30,98,20
30,99,20
30,100,20
20,100,5
40,40,100
40,41,20
40,42,20
40,43,20
40,44,20
40,45,20
40,46,20
40,47,20
40,48,20
40,49,20
40,50,20
40,51,20
40,52,20
40,53,20
40,54,20
40,55,20
40,56,20
40,57,20
40,58,20
40,59,20
40,60,20
40,61,20
40,62,20
40,63,20
40,64,20
40,65,20
40,66,20
40,67,20
40,68,20
40,69,20
40,70,20
40,71,20
40,72,20
40,73,20
40,74,20
40,75,20
40,76,20
40,77,20
40,78,20
40,79,20
40,80,20
40,81,20
40,82,20
40,83,20
40,84,20
40,85,20
40,86,20
40,87,20
40,88,20
40,89,20
40,90,20
40,91,20
40,92,20
40,93,20
40,94,20
40,95,20
40,96,20
40,97,20
40,98,20
40,99,20
40,100,20
20,100,5
50,40,100
50,41,20
50,42,20
50,43,20
50,44,20
50,45,20
50,46,20
50,47,20
50,48,20
50,49,20
50,50,20
50,51,20
50,52,20
50,53,20
50,54,20
50,55,20
50,56,20
50,57,20
50,58,20
50,59,20
50,60,20
50,61,20
50,62,20
50,63,20
50,64,20
50,65,20
50,66,20
50,67,20
50,68,20
50,69,20
50,70,20
50,71,20
50,72,20
50,73,20
50,74,20
50,75,20
50,76,20
50,77,20
50,78,20
50,79,20
50,80,20
50,81,20
50,82,20
50,83,20
50,84,20
50,85,20
50,86,20
50,87,20
50,88,20
50,89,20
50,90,20
50,91,20
50,92,20
50,93,20
50,94,20
50,95,20
50,96,20
50,97,20
50,98,20
50,99,20
50,100,20
20,100,5
60,40,100
60,41,20
60,42,20
60,43,20
60,44,20
60,45,20
60,46,20
60,47,20
60,48,20
60,49,20
60,50,20
60,51,20
60,52,20
60,53,20
60,54,20
60,55,20
60,56,20
60,57,20
60,58,20
60,59,20
60,60,20
60,61,20
60,62,20
60,63,20
60,64,20
60,65,20
60,66,20
60,67,20
60,68,20
60,69,20
60,70,20
60,71,20
60,72,20
60,73,20
60,74,20
60,75,20
60,76,20
60,77,20
60,78,20
60,79,20
60,80,20
60,81,20
60,82,20
60,83,20
60,84,20
60,85,20
60,86,20
60,87,20
60,88,20
60,89,20
60,90,20
60,91,20
60,92,20
60,93,20
60,94,20
60,95,20
60,96,20
60,97,20
60,98,20
60,99,20
60,100,20
20,100,5
70,40,100
70,41,20
70,42,20
70,43,20
70,44,20
70,45,20
70,46,20
70,47,20
70,48,20
70,49,20
70,50,20
70,51,20
70,52,20
70,53,20
70,54,20
70,55,20
70,56,20
70,57,20
70,58,20
70,59,20
70,60,20
70,61,20
70,62,20
70,63,20
70,64,20
70,65,20
70,66,20
70,67,20
70,68,20
70,69,20
70,70,20
70,71,20
70,72,20
70,73,20
70,74,20
70,75,20
70,76,20
70,77,20
70,78,20
70,79,20
70,80,20
70,81,20
70,82,20
70,83,20
70,84,20
70,85,20
70,86,20
70,87,20
70,88,20
70,89,20
70,90,20
70,91,20
70,92,20
70,93,20
70,94,20
70,95,20
70,96,20
70,97,20
70,98,20
70,99,20
70,100,20
20,100,5
80,40,100
80,41,20
80,42,20
80,43,20
80,44,20
80,45,20
80,46,20
80,47,20
80,48,20
80,49,20
80,50,20
80,51,20
80,52,20
80,53,20
80,54,20
80,55,20
80,56,20
80,57,20
80,58,20
80,59,20
80,60,20
80,61,20
80,62,20
80,63,20
80,64,20
80,65,20
80,66,20
80,67,20
80,68,20
80,69,20
80,70,20
80,71,20
80,72,20
80,73,20
80,74,20
80,75,20
80,76,20
80,77,20
80,78,20
80,79,20
80,80,20
80,81,20
80,82,20
80,83,20
80,84,20
80,85,20
80,86,20
80,87,20
80,88,20
80,89,20
80,90,20
80,91,20
80,92,20
80,93,20
80,94,20
80,95,20
80,96,20
80,97,20
80,98,20
80,99,20
80,100,20
20,100,5
90,40,100
90,41,20
90,42,20
90,43,20
90,44,20
90,45,20
90,46,20
90,47,20
90,48,20
90,49,20
90,50,20
90,51,20
90,52,20
90,53,20
90,54,20
90,55,20
90,56,20
90,57,20
90,58,20
90,59,20
90,60,20
90,61,20
90,62,20
90,63,20
90,64,20
90,65,20
90,66,20
90,67,20
90,68,20
90,69,20
90,70,20
90,71,20
90,72,20
90,73,20
90,74,20
90,75,20
90,76,20
90,77,20
90,78,20
90,79,20
90,80,20
90,81,20
90,82,20
90,83,20
90,84,20
90,85,20
90,86,20
90,87,20
90,88,20
90,89,20
90,90,20
90,91,20
90,92,20
90,93,20
90,94,20
90,95,20
90,96,20
90,97,20
90,98,20
90,99,20
90,100,20
20,100,5
100,40,100
100,41,20
100,42,20
100,43,20
100,44,20
100,45,20
100,46,20
100,47,20
100,48,20
100,49,20
100,50,20
100,51,20
100,52,20
100,53,20
100,54,20
100,55,20
100,56,20
100,57,20
100,58,20
100,59,20
100,60,20
100,61,20
100,62,20
100,63,20
100,64,20
100,65,20
100,66,20
100,67,20
100,68,20
100,69,20
100,70,20
100,71,20
100,72,20
100,73,20
100,74,20
100,75,20
100,76,20
100,77,20
100,78,20
100,79,20
100,80,20
100,81,20
100,82,20
100,83,20
100,84,20
100,85,20
100,86,20
100,87,20
100,88,20
100,89,20
100,90,20
100,91,20
100,92,20
100,93,20
100,94,20
100,95,20
100,96,20
100,97,20
100,98,20
100,99,20
100,100,20
